id_fuente,fila_extraida,id_operador,periodo,id_producto,canal,volumen_original_m3,unidad_original,cantidad_venta,unidad_venta,precio_promedio_con_impuestos_ars,precio_surtidor_ars,origen
F129504,129504,O005,2025-06-01,P007,Al público,186.96,m3,186960.00,L,1266.00,1266.00,real_con_conversion
F129505,129505,O005,2025-06-01,P002,Al público,71.26,m3,71260.00,L,1304.00,1304.00,real_con_conversion
F129506,129506,O005,2025-06-01,P003,Al público,67.55,m3,67550.00,L,1483.00,1483.00,real_con_conversion
F129507,129507,O005,2025-06-01,P006,Al público,51.17,m3,51170.00,L,1477.00,1477.00,real_con_conversion
F131162,131162,O015,2025-07-01,P002,Al público,54.94,m3,54940.00,L,1299.88,1334.00,real_con_conversion
F131163,131163,O015,2025-07-01,P003,Al público,38.05,m3,38050.00,L,1486.37,1512.00,real_con_conversion
F131164,131164,O015,2025-07-01,P006,Al público,78.93,m3,78930.00,L,1557.95,1577.00,real_con_conversion
F131165,131165,O015,2025-07-01,P001,Al público,86961.00,m3,86961.00,m3,509.00,509.00,real_con_conversion
F131166,131166,O015,2025-07-01,P005,Al público,194.63,m3,194630.00,L,1342.48,1362.00,real_con_conversion
F133774,133774,O018,2025-07-01,P002,Al público,45.98,m3,45980.00,L,1479.00,1479.00,real_con_conversion
F133775,133775,O018,2025-07-01,P006,Al público,5.22,m3,5220.00,L,1669.00,1669.00,real_con_conversion
F133776,133776,O018,2025-07-01,P003,Al público,21.66,m3,21660.00,L,1699.00,1699.00,real_con_conversion
F133777,133777,O018,2025-07-01,P005,Al público,16.81,m3,16810.00,L,1379.00,1379.00,real_con_conversion
F134021,134021,O002,2025-07-01,P006,Al público,91.59,m3,91590.00,L,1676.44,1699.00,real_con_conversion
F134022,134022,O002,2025-07-01,P003,Al público,71.72,m3,71720.00,L,1709.56,1733.00,real_con_conversion
F134023,134023,O002,2025-07-01,P002,Al público,14.98,m3,14980.00,L,1475.06,1495.00,real_con_conversion
F134024,134024,O002,2025-07-01,P007,Al público,168.86,m3,168860.00,L,1414.18,1424.00,real_con_conversion
F135603,135603,O013,2025-07-01,P002,Al público,9.96,m3,9960.00,L,1457.32,1476.00,real_con_conversion
F135604,135604,O013,2025-07-01,P003,Al público,14.56,m3,14560.00,L,1681.81,1699.00,real_con_conversion
F135605,135605,O013,2025-07-01,P007,Al público,100.63,m3,100630.00,L,1401.68,1415.00,real_con_conversion
F135606,135606,O013,2025-07-01,P006,Al público,36.01,m3,36010.00,L,1654.74,1676.00,real_con_conversion
F136107,136107,O010,2025-07-01,P007,Al público,219.83,m3,219830.00,L,1256.00,1256.00,real_con_conversion
F136108,136108,O010,2025-07-01,P003,Al público,36.19,m3,36190.00,L,1504.00,1504.00,real_con_conversion
F136109,136109,O010,2025-07-01,P001,Al público,113310.00,m3,113310.00,m3,569.00,569.00,real_con_conversion
F136110,136110,O010,2025-07-01,P002,Al público,50.16,m3,50160.00,L,1282.00,1282.00,real_con_conversion
F136111,136111,O010,2025-07-01,P006,Al público,67.38,m3,67380.00,L,1445.00,1445.00,real_con_conversion
F136781,136781,O006,2025-07-01,P002,Al público,150.83,m3,150830.00,L,1341.98,1371.00,real_con_conversion
F136782,136782,O006,2025-07-01,P007,Al público,331.36,m3,331360.00,L,1332.04,1364.00,real_con_conversion
F136783,136783,O006,2025-07-01,P003,Al público,124.26,m3,124260.00,L,1482.23,1517.00,real_con_conversion
F136784,136784,O006,2025-07-01,P006,Al público,79.40,m3,79400.00,L,1534.97,1571.00,real_con_conversion
F136785,136785,O006,2025-07-01,P004,Al público,3.61,m3,3610.00,L,1319.83,1371.00,real_con_conversion
F136786,136786,O006,2025-07-01,P001,Al público,137850.00,m3,137850.00,m3,877.33,879.00,real_con_conversion
F137051,137051,O008,2025-07-01,P003,Al público,26.53,m3,26530.00,L,1587.38,1597.00,real_con_conversion
F137052,137052,O008,2025-07-01,P007,Al público,49.41,m3,49410.00,L,1370.68,1383.00,real_con_conversion
F137053,137053,O008,2025-07-01,P006,Al público,4.90,m3,4900.00,L,1573.62,1595.00,real_con_conversion
F137054,137054,O008,2025-07-01,P002,Al público,45.18,m3,45180.00,L,1371.57,1373.00,real_con_conversion
F138830,138830,O001,2025-07-01,P006,Al público,184.48,m3,184480.00,L,1526.21,1550.00,real_con_conversion
F138831,138831,O001,2025-07-01,P004,Al público,5.49,m3,5490.00,L,1550.00,1550.00,real_con_conversion
F138832,138832,O001,2025-07-01,P007,Al público,332.94,m3,332940.00,L,1331.69,1345.00,real_con_conversion
F138833,138833,O001,2025-07-01,P001,Al público,88782.20,m3,88782.20,m3,659.00,659.00,real_con_conversion
F138834,138834,O001,2025-07-01,P002,Al público,47.39,m3,47390.00,L,1336.02,1347.00,real_con_conversion
F138835,138835,O001,2025-07-01,P003,Al público,135.65,m3,135650.00,L,1488.09,1504.00,real_con_conversion
F142973,142973,O014,2025-07-01,P001,Al público,87214.00,m3,87214.00,m3,514.90,514.90,real_con_conversion
F142974,142974,O014,2025-07-01,P003,Al público,34.92,m3,34920.00,L,1481.00,1481.00,real_con_conversion
F142975,142975,O014,2025-07-01,P002,Al público,54.04,m3,54040.00,L,1302.00,1302.00,real_con_conversion
F142976,142976,O014,2025-07-01,P006,Al público,55.96,m3,55960.00,L,1555.00,1555.00,real_con_conversion
F142977,142977,O014,2025-07-01,P007,Al público,183.36,m3,183360.00,L,1329.00,1329.00,real_con_conversion
F142978,142978,O014,2025-07-01,P004,Al público,2.65,m3,2650.00,L,1302.00,1302.00,real_con_conversion
F144064,144064,O017,2025-07-01,P005,Al público,147.99,m3,147990.00,L,1360.41,1395.00,real_con_conversion
F144065,144065,O017,2025-07-01,P006,Al público,54.77,m3,54770.00,L,1608.90,1610.00,real_con_conversion
F144066,144066,O017,2025-07-01,P002,Al público,244.85,m3,244850.00,L,1328.66,1403.00,real_con_conversion
F144067,144067,O017,2025-07-01,P003,Al público,132.23,m3,132230.00,L,1498.10,1555.00,real_con_conversion
F144069,144069,O017,2025-07-01,P004,Al público,9.90,m3,9900.00,L,1433.71,1393.00,real_con_conversion
F144070,144070,O017,2025-07-01,P001,Al público,58445.90,m3,58445.90,m3,750.00,750.00,real_con_conversion
F146954,146954,O003,2025-07-01,P002,Al público,197.00,m3,197000.00,L,1349.01,1349.01,real_con_conversion
F146955,146955,O003,2025-07-01,P003,Al público,31.10,m3,31100.00,L,1566.98,1566.98,real_con_conversion
F146956,146956,O003,2025-07-01,P007,Al público,110.18,m3,110180.00,L,1356.02,1356.05,real_con_conversion
F146957,146957,O003,2025-07-01,P006,Al público,6.29,m3,6290.00,L,1533.00,1533.00,real_con_conversion
F148006,148006,O016,2025-07-01,P002,Al público,77.33,m3,77330.00,L,1374.55,1430.00,real_con_conversion
F148007,148007,O016,2025-07-01,P006,Al público,10.42,m3,10420.00,L,1549.57,1615.00,real_con_conversion
F148008,148008,O016,2025-07-01,P003,Al público,29.47,m3,29470.00,L,1545.18,1602.00,real_con_conversion
F148009,148009,O016,2025-07-01,P007,Al público,57.48,m3,57480.00,L,1344.79,1387.00,real_con_conversion
F148221,148221,O004,2025-07-01,P007,Al público,116.39,m3,116390.00,L,1367.67,1390.00,real_con_conversion
F148224,148224,O004,2025-07-01,P002,Al público,32.04,m3,32040.00,L,1467.03,1490.00,real_con_conversion
F148225,148225,O004,2025-07-01,P006,Al público,16.86,m3,16860.00,L,1661.36,1719.00,real_con_conversion
F148227,148227,O004,2025-07-01,P003,Al público,16.36,m3,16360.00,L,1679.35,1729.00,real_con_conversion
F149233,149233,O009,2025-07-01,P006,Al público,4.00,m3,4000.00,L,1699.00,1699.00,real_con_conversion
F149234,149234,O009,2025-07-01,P002,Al público,36.00,m3,36000.00,L,1491.00,1491.00,real_con_conversion
F149235,149235,O009,2025-07-01,P003,Al público,6.00,m3,6000.00,L,1733.00,1733.00,real_con_conversion
F149238,149238,O009,2025-07-01,P007,Al público,63.00,m3,63000.00,L,1438.00,1438.00,real_con_conversion
F149335,149335,O007,2025-07-01,P007,Al público,226.93,m3,226930.00,L,1340.00,1340.00,real_con_conversion
F149336,149336,O007,2025-07-01,P006,Al público,28.54,m3,28540.00,L,1569.00,1569.00,real_con_conversion
F149337,149337,O007,2025-07-01,P002,Al público,128.88,m3,128880.00,L,1379.00,1379.00,real_con_conversion
F149338,149338,O007,2025-07-01,P003,Al público,82.71,m3,82710.00,L,1581.00,1581.00,real_con_conversion
F149917,149917,O011,2025-07-01,P003,Al público,307.79,m3,307790.00,L,1481.43,1503.00,real_con_conversion
F149920,149920,O011,2025-07-01,P001,Al público,97841.90,m3,97841.90,m3,699.00,699.00,real_con_conversion
F149923,149923,O011,2025-07-01,P006,Al público,153.33,m3,153330.00,L,1523.24,1550.00,real_con_conversion
F149924,149924,O011,2025-07-01,P005,Al público,265.28,m3,265280.00,L,1327.33,1346.00,real_con_conversion
F149926,149926,O011,2025-07-01,P002,Al público,296.62,m3,296620.00,L,1339.41,1503.00,real_con_conversion
F151188,151188,O012,2025-07-01,P007,Al público,279.55,m3,279550.00,L,1344.39,1365.00,real_con_conversion
F151189,151189,O012,2025-07-01,P006,Al público,123.74,m3,123740.00,L,1547.33,1564.00,real_con_conversion
F151190,151190,O012,2025-07-01,P001,Al público,149836.00,m3,149836.00,m3,672.01,672.00,real_con_conversion
F151191,151191,O012,2025-07-01,P002,Al público,919.49,m3,919490.00,L,1355.84,1377.00,real_con_conversion
F151192,151192,O012,2025-07-01,P003,Al público,344.08,m3,344080.00,L,1502.91,1521.00,real_con_conversion
F151262,151262,O005,2025-07-01,P003,Al público,66.27,m3,66270.00,L,1567.00,1567.00,real_con_conversion
F151263,151263,O005,2025-07-01,P002,Al público,81.16,m3,81160.00,L,1367.00,1367.00,real_con_conversion
F151264,151264,O005,2025-07-01,P007,Al público,197.89,m3,197890.00,L,1327.00,1327.00,real_con_conversion
F151265,151265,O005,2025-07-01,P006,Al público,49.80,m3,49800.00,L,1560.00,1560.00,real_con_conversion
F152909,152909,O015,2025-08-01,P005,Al público,196.35,m3,196350.00,L,1423.46,1441.00,real_con_conversion
F152910,152910,O015,2025-08-01,P003,Al público,37.00,m3,37000.00,L,1584.06,1612.00,real_con_conversion
F152911,152911,O015,2025-08-01,P006,Al público,77.63,m3,77630.00,L,1658.33,1689.00,real_con_conversion
F152912,152912,O015,2025-08-01,P001,Al público,80956.90,m3,80956.90,m3,509.00,509.00,real_con_conversion
F152913,152913,O015,2025-08-01,P002,Al público,53.34,m3,53340.00,L,1383.35,1404.00,real_con_conversion
F155522,155522,O018,2025-08-01,P002,Al público,45.97,m3,45970.00,L,1530.00,1549.00,real_con_conversion
F155523,155523,O018,2025-08-01,P005,Al público,18.63,m3,18630.00,L,1449.00,1485.00,real_con_conversion
F155524,155524,O018,2025-08-01,P003,Al público,23.30,m3,23300.00,L,1757.00,1789.00,real_con_conversion
F155525,155525,O018,2025-08-01,P006,Al público,5.95,m3,5950.00,L,1739.00,1770.00,real_con_conversion
F155772,155772,O002,2025-08-01,P007,Al público,177.92,m3,177920.00,L,1480.67,1499.00,real_con_conversion
F155773,155773,O002,2025-08-01,P006,Al público,93.28,m3,93280.00,L,1763.95,1799.00,real_con_conversion
F155774,155774,O002,2025-08-01,P002,Al público,13.35,m3,13350.00,L,1586.33,1592.00,real_con_conversion
F155775,155775,O002,2025-08-01,P003,Al público,68.91,m3,68910.00,L,1795.01,1823.00,real_con_conversion
F157347,157347,O013,2025-08-01,P005,Al público,34.03,m3,34030.00,L,1728.52,1791.00,real_con_conversion
F157348,157348,O013,2025-08-01,P002,Al público,9.65,m3,9650.00,L,1525.61,1574.00,real_con_conversion
F157349,157349,O013,2025-08-01,P003,Al público,14.72,m3,14720.00,L,1749.45,1799.00,real_con_conversion
F157350,157350,O013,2025-08-01,P007,Al público,103.04,m3,103040.00,L,1461.81,1517.00,real_con_conversion
F157856,157856,O010,2025-08-01,P005,Al público,229.39,m3,229390.00,L,1333.50,1333.50,real_con_conversion
F157857,157857,O010,2025-08-01,P001,Al público,115101.00,m3,115101.00,m3,569.00,569.00,real_con_conversion
F157858,157858,O010,2025-08-01,P002,Al público,56.82,m3,56820.00,L,1309.83,1309.83,real_con_conversion
F157859,157859,O010,2025-08-01,P003,Al público,32.55,m3,32550.00,L,1511.17,1511.17,real_con_conversion
F157860,157860,O010,2025-08-01,P006,Al público,67.09,m3,67090.00,L,1565.13,1565.33,real_con_conversion
F158528,158528,O006,2025-08-01,P002,Al público,125.50,m3,125500.00,L,1408.60,1458.00,real_con_conversion
F158529,158529,O006,2025-08-01,P007,Al público,335.97,m3,335970.00,L,1401.14,1436.00,real_con_conversion
F158530,158530,O006,2025-08-01,P003,Al público,118.62,m3,118620.00,L,1565.70,1610.00,real_con_conversion
F158531,158531,O006,2025-08-01,P004,Al público,2.50,m3,2500.00,L,1390.46,1397.00,real_con_conversion
F158532,158532,O006,2025-08-01,P006,Al público,74.84,m3,74840.00,L,1620.88,1670.00,real_con_conversion
F158533,158533,O006,2025-08-01,P001,Al público,124340.00,m3,124340.00,m3,879.00,879.00,real_con_conversion
F158803,158803,O008,2025-08-01,P003,Al público,30.57,m3,30570.00,L,1656.95,1696.00,real_con_conversion
F158804,158804,O008,2025-08-01,P005,Al público,7.74,m3,7740.00,L,1630.72,1659.00,real_con_conversion
F158805,158805,O008,2025-08-01,P002,Al público,48.36,m3,48360.00,L,1454.36,1498.00,real_con_conversion
F158806,158806,O008,2025-08-01,P007,Al público,55.46,m3,55460.00,L,1404.65,1424.00,real_con_conversion
F160579,160579,O001,2025-08-01,P003,Al público,142.95,m3,142950.00,L,1560.40,1615.00,real_con_conversion
F160580,160580,O001,2025-08-01,P002,Al público,52.58,m3,52580.00,L,1396.97,1446.00,real_con_conversion
F160581,160581,O001,2025-08-01,P006,Al público,180.93,m3,180930.00,L,1587.12,1665.00,real_con_conversion
F160582,160582,O001,2025-08-01,P004,Al público,4.05,m3,4050.00,L,1589.28,1600.00,real_con_conversion
F160583,160583,O001,2025-08-01,P001,Al público,86938.10,m3,86938.10,m3,667.95,669.00,real_con_conversion
F160584,160584,O001,2025-08-01,P007,Al público,325.21,m3,325210.00,L,1394.58,1443.00,real_con_conversion
F164705,164705,O014,2025-08-01,P003,Al público,33.93,m3,33930.00,L,1539.98,1589.00,real_con_conversion
F164706,164706,O014,2025-08-01,P007,Al público,188.40,m3,188400.00,L,1373.55,1419.00,real_con_conversion
F164707,164707,O014,2025-08-01,P001,Al público,83081.00,m3,83081.00,m3,526.29,529.00,real_con_conversion
F164708,164708,O014,2025-08-01,P002,Al público,56.33,m3,56330.00,L,1346.00,1385.00,real_con_conversion
F164709,164709,O014,2025-08-01,P006,Al público,49.42,m3,49420.00,L,1615.06,1668.00,real_con_conversion
F164710,164710,O014,2025-08-01,P004,Al público,1.82,m3,1820.00,L,1349.75,1388.00,real_con_conversion
F165787,165787,O017,2025-08-01,P006,Al público,54.21,m3,54210.00,L,1658.41,1710.00,real_con_conversion
F165788,165788,O017,2025-08-01,P001,Al público,60544.00,m3,60544.00,m3,778.19,799.00,real_con_conversion
F165791,165791,O017,2025-08-01,P002,Al público,214.79,m3,214790.00,L,1468.19,1480.00,real_con_conversion
F165794,165794,O017,2025-08-01,P007,Al público,139.02,m3,139020.00,L,1430.57,1483.00,real_con_conversion
F165795,165795,O017,2025-08-01,P004,Al público,6.89,m3,6890.00,L,1435.23,1477.00,real_con_conversion
F165796,165796,O017,2025-08-01,P003,Al público,124.97,m3,124970.00,L,1505.49,1649.00,real_con_conversion
F168565,168565,O003,2025-08-01,P003,Al público,29.47,m3,29470.00,L,1563.00,1563.00,real_con_conversion
F168566,168566,O003,2025-08-01,P007,Al público,106.50,m3,106500.00,L,1422.07,1422.07,real_con_conversion
F168567,168567,O003,2025-08-01,P002,Al público,183.78,m3,183780.00,L,1476.00,1476.00,real_con_conversion
F168568,168568,O003,2025-08-01,P006,Al público,6.30,m3,6300.00,L,1674.99,1674.99,real_con_conversion
F169611,169611,O016,2025-08-01,P003,Al público,25.22,m3,25220.00,L,1629.86,1662.00,real_con_conversion
F169612,169612,O016,2025-08-01,P007,Al público,55.10,m3,55100.00,L,1425.28,1467.00,real_con_conversion
F169613,169613,O016,2025-08-01,P006,Al público,13.63,m3,13630.00,L,1648.58,1696.00,real_con_conversion
F169614,169614,O016,2025-08-01,P002,Al público,83.09,m3,83090.00,L,1468.69,1511.00,real_con_conversion
F169845,169845,O004,2025-08-01,P002,Al público,35.63,m3,35630.00,L,1517.68,1587.00,real_con_conversion
F169850,169850,O004,2025-08-01,P006,Al público,18.84,m3,18840.00,L,1721.17,1771.00,real_con_conversion
F169855,169855,O004,2025-08-01,P007,Al público,113.76,m3,113760.00,L,1434.37,1503.00,real_con_conversion
F169857,169857,O004,2025-08-01,P003,Al público,22.38,m3,22380.00,L,1727.15,1781.00,real_con_conversion
F170851,170851,O009,2025-08-01,P002,Al público,38.00,m3,38000.00,L,1593.00,1593.00,real_con_conversion
F170852,170852,O009,2025-08-01,P007,Al público,56.00,m3,56000.00,L,1606.00,1606.00,real_con_conversion
F170855,170855,O009,2025-08-01,P006,Al público,2.50,m3,2500.00,L,1835.00,1835.00,real_con_conversion
F170856,170856,O009,2025-08-01,P003,Al público,4.00,m3,4000.00,L,1864.00,1864.00,real_con_conversion
F170954,170954,O007,2025-08-01,P003,Al público,135.31,m3,135310.00,L,1669.00,1669.00,real_con_conversion
F170955,170955,O007,2025-08-01,P006,Al público,33.99,m3,33990.00,L,1652.00,1652.00,real_con_conversion
F170956,170956,O007,2025-08-01,P007,Al público,254.41,m3,254410.00,L,1419.00,1419.00,real_con_conversion
F170957,170957,O007,2025-08-01,P002,Al público,84.94,m3,84940.00,L,1465.00,1465.00,real_con_conversion
F171556,171556,O011,2025-08-01,P003,Al público,269.94,m3,269940.00,L,1552.04,1610.00,real_con_conversion
F171557,171557,O011,2025-08-01,P006,Al público,145.23,m3,145230.00,L,1589.09,1651.00,real_con_conversion
F171560,171560,O011,2025-08-01,P002,Al público,236.49,m3,236490.00,L,1405.74,1460.00,real_con_conversion
F171561,171561,O011,2025-08-01,P001,Al público,99811.40,m3,99811.40,m3,699.00,699.00,real_con_conversion
F171564,171564,O011,2025-08-01,P007,Al público,248.32,m3,248320.00,L,1383.69,1444.00,real_con_conversion
F172815,172815,O012,2025-08-01,P007,Al público,275.90,m3,275900.00,L,1419.07,1454.00,real_con_conversion
F172818,172818,O012,2025-08-01,P003,Al público,324.12,m3,324120.00,L,1581.15,1641.00,real_con_conversion
F172819,172819,O012,2025-08-01,P006,Al público,122.11,m3,122110.00,L,1636.44,1682.00,real_con_conversion
F172820,172820,O012,2025-08-01,P002,Al público,821.82,m3,821820.00,L,1426.53,1476.00,real_con_conversion
F172822,172822,O012,2025-08-01,P001,Al público,150356.00,m3,150356.00,m3,672.01,672.00,real_con_conversion
F172892,172892,O005,2025-08-01,P003,Al público,73.93,m3,73930.00,L,1658.00,1658.00,real_con_conversion
F172893,172893,O005,2025-08-01,P007,Al público,205.01,m3,205010.00,L,1429.00,1429.00,real_con_conversion
F172894,172894,O005,2025-08-01,P006,Al público,50.71,m3,50710.00,L,1662.00,1662.00,real_con_conversion
F172895,172895,O005,2025-08-01,P002,Al público,88.58,m3,88580.00,L,1471.00,1471.00,real_con_conversion
F174551,174551,O015,2025-09-01,P002,Al público,54.91,m3,54910.00,L,1446.00,1446.00,real_con_conversion
F174552,174552,O015,2025-09-01,P006,Al público,73.95,m3,73950.00,L,1732.00,1732.00,real_con_conversion
F174553,174553,O015,2025-09-01,P003,Al público,38.11,m3,38110.00,L,1667.00,1667.00,real_con_conversion
F174554,174554,O015,2025-09-01,P001,Al público,85977.00,m3,85977.00,m3,549.00,549.00,real_con_conversion
F174555,174555,O015,2025-09-01,P007,Al público,187.63,m3,187630.00,L,1490.00,1490.00,real_con_conversion
F177160,177160,O018,2025-09-01,P002,Al público,41.51,m3,41510.00,L,1620.00,1635.00,real_con_conversion
F177161,177161,O018,2025-09-01,P007,Al público,21.95,m3,21950.00,L,1541.00,1569.00,real_con_conversion
F177162,177162,O018,2025-09-01,P003,Al público,15.63,m3,15630.00,L,1855.00,1889.00,real_con_conversion
F177163,177163,O018,2025-09-01,P006,Al público,4.83,m3,4830.00,L,1840.00,1861.00,real_con_conversion
F177408,177408,O002,2025-09-01,P007,Al público,168.32,m3,168320.00,L,1533.20,1546.00,real_con_conversion
F177409,177409,O002,2025-09-01,P003,Al público,70.41,m3,70410.00,L,1839.66,1842.00,real_con_conversion
F177410,177410,O002,2025-09-01,P002,Al público,13.11,m3,13110.00,L,1608.17,1610.00,real_con_conversion
F177411,177411,O002,2025-09-01,P006,Al público,90.66,m3,90660.00,L,1816.86,1819.00,real_con_conversion
F179017,179017,O013,2025-09-01,P007,Al público,98.86,m3,98860.00,L,1537.00,1549.00,real_con_conversion
F179018,179018,O013,2025-09-01,P002,Al público,8.75,m3,8750.00,L,1596.47,1616.00,real_con_conversion
F179019,179019,O013,2025-09-01,P006,Al público,34.79,m3,34790.00,L,1816.37,1838.00,real_con_conversion
F179020,179020,O013,2025-09-01,P003,Al público,13.00,m3,13000.00,L,1831.73,1856.00,real_con_conversion
F179534,179534,O010,2025-09-01,P002,Al público,55.61,m3,55610.00,L,1360.77,1360.77,real_con_conversion
F179535,179535,O010,2025-09-01,P001,Al público,115691.00,m3,115691.00,m3,589.00,589.00,real_con_conversion
F179536,179536,O010,2025-09-01,P007,Al público,226.44,m3,226440.00,L,1391.10,1391.10,real_con_conversion
F179537,179537,O010,2025-09-01,P003,Al público,65.58,m3,65580.00,L,1565.00,1565.00,real_con_conversion
F179538,179538,O010,2025-09-01,P006,Al público,34.84,m3,34840.00,L,1629.47,1629.47,real_con_conversion
F180193,180193,O006,2025-09-01,P002,Al público,125.57,m3,125570.00,L,1479.72,1500.00,real_con_conversion
F180194,180194,O006,2025-09-01,P006,Al público,71.00,m3,71000.00,L,1702.16,1736.00,real_con_conversion
F180195,180195,O006,2025-09-01,P007,Al público,326.43,m3,326430.00,L,1463.46,1481.00,real_con_conversion
F180196,180196,O006,2025-09-01,P003,Al público,117.04,m3,117040.00,L,1639.57,1681.00,real_con_conversion
F180197,180197,O006,2025-09-01,P001,Al público,133680.00,m3,133680.00,m3,879.00,879.00,real_con_conversion
F180198,180198,O006,2025-09-01,P004,Al público,2.26,m3,2260.00,L,1437.00,1473.00,real_con_conversion
F180463,180463,O008,2025-09-01,P007,Al público,52.45,m3,52450.00,L,1456.68,1495.00,real_con_conversion
F180464,180464,O008,2025-09-01,P002,Al público,45.01,m3,45010.00,L,1519.52,1533.00,real_con_conversion
F180465,180465,O008,2025-09-01,P006,Al público,6.32,m3,6320.00,L,1680.62,1701.00,real_con_conversion
F180466,180466,O008,2025-09-01,P003,Al público,20.14,m3,20140.00,L,1717.36,1732.00,real_con_conversion
F182234,182234,O001,2025-09-01,P003,Al público,148.59,m3,148590.00,L,1644.39,1671.00,real_con_conversion
F182235,182235,O001,2025-09-01,P004,Al público,5.18,m3,5180.00,L,1581.75,1600.00,real_con_conversion
F182236,182236,O001,2025-09-01,P007,Al público,321.64,m3,321640.00,L,1466.61,1500.00,real_con_conversion
F182237,182237,O001,2025-09-01,P006,Al público,177.19,m3,177190.00,L,1689.43,1736.00,real_con_conversion
F182238,182238,O001,2025-09-01,P001,Al público,87834.60,m3,87834.60,m3,669.00,669.00,real_con_conversion
F182239,182239,O001,2025-09-01,P002,Al público,57.77,m3,57770.00,L,1461.89,1491.00,real_con_conversion
F186371,186371,O014,2025-09-01,P001,Al público,84867.00,m3,84867.00,m3,554.80,569.00,real_con_conversion
F186372,186372,O014,2025-09-01,P007,Al público,186.93,m3,186930.00,L,1423.48,1456.00,real_con_conversion
F186373,186373,O014,2025-09-01,P006,Al público,48.84,m3,48840.00,L,1675.19,1706.00,real_con_conversion
F186374,186374,O014,2025-09-01,P003,Al público,34.59,m3,34590.00,L,1603.62,1634.00,real_con_conversion
F186375,186375,O014,2025-09-01,P004,Al público,1.61,m3,1610.00,L,1401.15,1412.00,real_con_conversion
F186376,186376,O014,2025-09-01,P002,Al público,56.18,m3,56180.00,L,1397.71,1419.00,real_con_conversion
F187455,187455,O017,2025-09-01,P006,Al público,48.78,m3,48780.00,L,1737.46,1775.00,real_con_conversion
F187456,187456,O017,2025-09-01,P002,Al público,196.87,m3,196870.00,L,1538.80,1550.00,real_con_conversion
F187458,187458,O017,2025-09-01,P003,Al público,125.42,m3,125420.00,L,1603.12,1682.00,real_con_conversion
F187459,187459,O017,2025-09-01,P004,Al público,3.73,m3,3730.00,L,1501.34,1524.00,real_con_conversion
F187460,187460,O017,2025-09-01,P001,Al público,55984.00,m3,55984.00,m3,799.00,799.00,real_con_conversion
F187461,187461,O017,2025-09-01,P007,Al público,144.98,m3,144980.00,L,1502.75,1556.00,real_con_conversion
F190337,190337,O003,2025-09-01,P003,Al público,29.08,m3,29080.00,L,1733.00,1733.00,real_con_conversion
F190338,190338,O003,2025-09-01,P006,Al público,4.85,m3,4850.00,L,1762.00,1762.00,real_con_conversion
F190339,190339,O003,2025-09-01,P007,Al público,101.61,m3,101610.00,L,1499.03,1499.03,real_con_conversion
F190340,190340,O003,2025-09-01,P002,Al público,157.05,m3,157050.00,L,1514.00,1514.00,real_con_conversion
F191394,191394,O016,2025-09-01,P006,Al público,13.34,m3,13340.00,L,1759.15,1795.00,real_con_conversion
F191395,191395,O016,2025-09-01,P001,Al público,33746.90,m3,33746.90,m3,780.00,780.00,real_con_conversion
F191396,191396,O016,2025-09-01,P003,Al público,22.88,m3,22880.00,L,1704.15,1745.00,real_con_conversion
F191397,191397,O016,2025-09-01,P007,Al público,63.29,m3,63290.00,L,1496.34,1511.00,real_con_conversion
F191398,191398,O016,2025-09-01,P002,Al público,101.15,m3,101150.00,L,1539.55,1566.00,real_con_conversion
F191628,191628,O004,2025-09-01,P007,Al público,111.36,m3,111360.00,L,1516.51,1539.00,real_con_conversion
F191631,191631,O004,2025-09-01,P003,Al público,21.85,m3,21850.00,L,1787.61,1799.00,real_con_conversion
F191634,191634,O004,2025-09-01,P002,Al público,37.69,m3,37690.00,L,1592.59,1605.00,real_con_conversion
F191641,191641,O004,2025-09-01,P006,Al público,17.61,m3,17610.00,L,1780.20,1799.00,real_con_conversion
F192641,192641,O009,2025-09-01,P003,Al público,6.00,m3,6000.00,L,1842.00,1842.00,real_con_conversion
F192642,192642,O009,2025-09-01,P002,Al público,36.00,m3,36000.00,L,1610.00,1610.00,real_con_conversion
F192643,192643,O009,2025-09-01,P006,Al público,3.70,m3,3700.00,L,1827.00,1827.00,real_con_conversion
F192645,192645,O009,2025-09-01,P007,Al público,102.90,m3,102900.00,L,1535.00,1535.00,real_con_conversion
F192780,192780,O007,2025-09-01,P002,Al público,78.36,m3,78360.00,L,1510.00,1510.00,real_con_conversion
F192781,192781,O007,2025-09-01,P005,Al público,27.81,m3,27810.00,L,1708.00,1708.00,real_con_conversion
F192782,192782,O007,2025-09-01,P003,Al público,129.91,m3,129910.00,L,1724.00,1724.00,real_con_conversion
F192783,192783,O007,2025-09-01,P007,Al público,228.35,m3,228350.00,L,1491.00,1491.00,real_con_conversion
F193338,193338,O011,2025-09-01,P001,Al público,94634.70,m3,94634.70,m3,699.00,699.00,real_con_conversion
F193342,193342,O011,2025-09-01,P007,Al público,230.37,m3,230370.00,L,1461.57,1489.00,real_con_conversion
F193345,193345,O011,2025-09-01,P003,Al público,284.35,m3,284350.00,L,1623.41,1664.00,real_con_conversion
F193346,193346,O011,2025-09-01,P002,Al público,280.02,m3,280020.00,L,1475.09,1504.00,real_con_conversion
F193347,193347,O011,2025-09-01,P006,Al público,130.36,m3,130360.00,L,1679.00,1727.00,real_con_conversion
