id_fuente,unidad,cantidad_fuente,cantidad_pedidos,diferencia_cantidad,importe_fuente_ars,importe_pedidos_ars,diferencia_importe_ars
F186376,L,56180.00,56180.00,0.00,78523347.8000,78523347.8000,0.0000
F187455,L,48780.00,48780.00,0.00,84753298.8000,84753298.8000,0.0000
F187456,L,196870.00,196870.00,0.00,302943556.0000,302943556.0000,0.0000
F187458,L,125420.00,125420.00,0.00,201063310.4000,201063310.4000,0.0000
F187459,L,3730.00,3730.00,0.00,5599998.2000,5599998.2000,0.0000
F187460,m3,55984.00,55984.00,0.00,44731216.0000,44731216.0000,0.0000
F187461,L,144980.00,144980.00,0.00,217868695.0000,217868695.0000,0.0000
F190337,L,29080.00,29080.00,0.00,50395640.0000,50395640.0000,0.0000
F190338,L,4850.00,4850.00,0.00,8545700.0000,8545700.0000,0.0000
F190339,L,101610.00,101610.00,0.00,152316438.3000,152316438.3000,0.0000
F190340,L,157050.00,157050.00,0.00,237773700.0000,237773700.0000,0.0000
F191394,L,13340.00,13340.00,0.00,23467061.0000,23467061.0000,0.0000
F191395,m3,33746.90,33746.90,0.00,26322582.0000,26322582.0000,0.0000
F191396,L,22880.00,22880.00,0.00,38990952.0000,38990952.0000,0.0000
F191397,L,63290.00,63290.00,0.00,94703358.6000,94703358.6000,0.0000
F191398,L,101150.00,101150.00,0.00,155725482.5000,155725482.5000,0.0000
F191628,L,111360.00,111360.00,0.00,168878553.6000,168878553.6000,0.0000
F191631,L,21850.00,21850.00,0.00,39059278.5000,39059278.5000,0.0000
F191634,L,37690.00,37690.00,0.00,60024717.1000,60024717.1000,0.0000
F191641,L,17610.00,17610.00,0.00,31349322.0000,31349322.0000,0.0000
F192641,L,6000.00,6000.00,0.00,11052000.0000,11052000.0000,0.0000
F192642,L,36000.00,36000.00,0.00,57960000.0000,57960000.0000,0.0000
F192643,L,3700.00,3700.00,0.00,6759900.0000,6759900.0000,0.0000
F192645,L,102900.00,102900.00,0.00,157951500.0000,157951500.0000,0.0000
F192780,L,78360.00,78360.00,0.00,118323600.0000,118323600.0000,0.0000
F192781,L,27810.00,27810.00,0.00,47499480.0000,47499480.0000,0.0000
F192782,L,129910.00,129910.00,0.00,223964840.0000,223964840.0000,0.0000
F192783,L,228350.00,228350.00,0.00,340469850.0000,340469850.0000,0.0000
F193338,m3,94634.70,94634.70,0.00,66149655.3000,66149655.3000,0.0000
F193342,L,230370.00,230370.00,0.00,336701880.9000,336701880.9000,0.0000
F193345,L,284350.00,284350.00,0.00,461616633.5000,461616633.5000,0.0000
F193346,L,280020.00,280020.00,0.00,413054701.8000,413054701.8000,0.0000
F193347,L,130360.00,130360.00,0.00,218874440.0000,218874440.0000,0.0000
F194620,L,120110.00,120110.00,0.00,204429622.2000,204429622.2000,0.0000
F194621,L,648970.00,648970.00,0.00,971456172.4000,971456172.4000,0.0000
F194623,m3,150744.00,150744.00,0.00,101302982.8800,101302982.8800,0.0000
F194625,L,278790.00,278790.00,0.00,415726072.2000,415726072.2000,0.0000
F194626,L,292370.00,292370.00,0.00,485120769.9000,485120769.9000,0.0000
F194696,L,77040.00,77040.00,0.00,116946720.0000,116946720.0000,0.0000
F194697,L,47120.00,47120.00,0.00,80480960.0000,80480960.0000,0.0000
F194698,L,70140.00,70140.00,0.00,121272060.0000,121272060.0000,0.0000
F194699,L,194840.00,194840.00,0.00,288558040.0000,288558040.0000,0.0000
F196360,L,198730.00,198730.00,0.00,303063250.0000,303063250.0000,0.0000
F196361,L,70050.00,70050.00,0.00,124268700.0000,124268700.0000,0.0000
F196362,L,38810.00,38810.00,0.00,66054620.0000,66054620.0000,0.0000
F196363,L,56990.00,56990.00,0.00,84858110.0000,84858110.0000,0.0000
F196364,m3,89001.00,89001.00,0.00,48861549.0000,48861549.0000,0.0000
F198964,L,24530.00,24530.00,0.00,38830990.0000,38830990.0000,0.0000
F198965,L,36410.00,36410.00,0.00,60404190.0000,60404190.0000,0.0000
F198966,L,5880.00,5880.00,0.00,11136720.0000,11136720.0000,0.0000
F198967,L,15650.00,15650.00,0.00,30235800.0000,30235800.0000,0.0000
F199212,L,13510.00,13510.00,0.00,22162614.6000,22162614.6000,0.0000
F199213,L,173690.00,173690.00,0.00,271798796.5000,271798796.5000,0.0000
F199214,L,96450.00,96450.00,0.00,179177094.0000,179177094.0000,0.0000
F199215,L,63250.00,63250.00,0.00,118643085.0000,118643085.0000,0.0000
F200819,L,35380.00,35380.00,0.00,65836519.2000,65836519.2000,0.0000
F200820,L,14860.00,14860.00,0.00,27941555.2000,27941555.2000,0.0000
F200821,L,107870.00,107870.00,0.00,170173554.6000,170173554.6000,0.0000
F200822,L,8490.00,8490.00,0.00,13834285.2000,13834285.2000,0.0000
F201333,m3,115961.00,115961.00,0.00,68301029.0000,68301029.0000,0.0000
F201334,L,35380.00,35380.00,0.00,56749520.0000,56749520.0000,0.0000
F201335,L,67460.00,67460.00,0.00,113062960.0000,113062960.0000,0.0000
F201336,L,251320.00,251320.00,0.00,359387600.0000,359387600.0000,0.0000
F201337,L,50410.00,50410.00,0.00,70372360.0000,70372360.0000,0.0000
F202006,L,73310.00,73310.00,0.00,129438335.3000,129438335.3000,0.0000
F202007,L,127920.00,127920.00,0.00,196043796.0000,196043796.0000,0.0000
F202008,m3,136950.00,136950.00,0.00,120379050.0000,120379050.0000,0.0000
F202009,L,352380.00,352380.00,0.00,530176852.8000,530176852.8000,0.0000
F202010,L,143060.00,143060.00,0.00,242648357.8000,242648357.8000,0.0000
F202011,L,1600.00,1600.00,0.00,2356800.0000,2356800.0000,0.0000
F202274,L,19840.00,19840.00,0.00,34698176.0000,34698176.0000,0.0000
F202275,L,45790.00,45790.00,0.00,71042269.2000,71042269.2000,0.0000
F202276,L,57750.00,57750.00,0.00,87890880.0000,87890880.0000,0.0000
F202277,L,6120.00,6120.00,0.00,10550880.0000,10550880.0000,0.0000
F204031,L,344940.00,344940.00,0.00,523394709.0000,523394709.0000,0.0000
F204032,L,189700.00,189700.00,0.00,331441943.0000,331441943.0000,0.0000
F204033,m3,96310.40,96310.40,0.00,64431657.6000,64431657.6000,0.0000
F204034,L,157860.00,157860.00,0.00,268114159.8000,268114159.8000,0.0000
F204035,L,49010.00,49010.00,0.00,74326605.6000,74326605.6000,0.0000
F204036,L,3880.00,3880.00,0.00,6208000.0000,6208000.0000,0.0000
F208163,L,202560.00,202560.00,0.00,298532928.0000,298532928.0000,0.0000
F208164,L,47900.00,47900.00,0.00,82806167.0000,82806167.0000,0.0000
F208165,m3,86820.00,86820.00,0.00,49400580.0000,49400580.0000,0.0000
F208166,L,1210.00,1210.00,0.00,1741613.5000,1741613.5000,0.0000
F208167,L,52830.00,52830.00,0.00,76321916.1000,76321916.1000,0.0000
F208168,L,34730.00,34730.00,0.00,57782037.5000,57782037.5000,0.0000
F209245,L,208910.00,208910.00,0.00,333171757.1000,333171757.1000,0.0000
F209247,L,51240.00,51240.00,0.00,92040362.4000,92040362.4000,0.0000
F209249,L,135420.00,135420.00,0.00,231254025.6000,231254025.6000,0.0000
F209250,m3,59503.00,59503.00,0.00,47542897.0000,47542897.0000,0.0000
F209252,L,158110.00,158110.00,0.00,247293526.6000,247293526.6000,0.0000
F209253,L,2830.00,2830.00,0.00,4463985.4000,4463985.4000,0.0000
F212095,L,98190.00,98190.00,0.00,149739750.0000,149739750.0000,0.0000
F212096,L,5160.00,5160.00,0.00,9195120.0000,9195120.0000,0.0000
F212097,L,146970.00,146970.00,0.00,228979260.0000,228979260.0000,0.0000
F212098,L,29150.00,29150.00,0.00,51799550.0000,51799550.0000,0.0000
F213135,L,23890.00,23890.00,0.00,42254243.0000,42254243.0000,0.0000
F213136,m3,46914.80,46914.80,0.00,36593544.0000,36593544.0000,0.0000
F213137,L,98600.00,98600.00,0.00,157283762.0000,157283762.0000,0.0000
F213138,L,12990.00,12990.00,0.00,23785469.4000,23785469.4000,0.0000
F213139,L,70900.00,70900.00,0.00,110133224.0000,110133224.0000,0.0000
F213365,L,36970.00,36970.00,0.00,63048638.0000,63048638.0000,0.0000
F213369,L,113330.00,113330.00,0.00,179344725.0000,179344725.0000,0.0000
F213371,L,16450.00,16450.00,0.00,30872373.0000,30872373.0000,0.0000
F213372,L,22980.00,22980.00,0.00,44373690.6000,44373690.6000,0.0000
F214377,L,6000.00,6000.00,0.00,11292000.0000,11292000.0000,0.0000
F214378,L,24000.00,24000.00,0.00,39552000.0000,39552000.0000,0.0000
F214379,L,107900.00,107900.00,0.00,169510900.0000,169510900.0000,0.0000
F214380,L,6000.00,6000.00,0.00,11328000.0000,11328000.0000,0.0000
F214483,L,86650.00,86650.00,0.00,154237000.0000,154237000.0000,0.0000
F214484,L,29160.00,29160.00,0.00,50796720.0000,50796720.0000,0.0000
F214485,L,253110.00,253110.00,0.00,385739640.0000,385739640.0000,0.0000
F214486,L,165450.00,165450.00,0.00,256447500.0000,256447500.0000,0.0000
F215081,m3,99904.50,99904.50,0.00,69833245.5000,69833245.5000,0.0000
F215084,L,145860.00,145860.00,0.00,248975727.0000,248975727.0000,0.0000
F215086,L,259400.00,259400.00,0.00,380630590.0000,380630590.0000,0.0000
F215087,L,295880.00,295880.00,0.00,433505623.2000,433505623.2000,0.0000
F215090,L,302130.00,302130.00,0.00,502242784.2000,502242784.2000,0.0000
F216344,L,125110.00,125110.00,0.00,221369634.0000,221369634.0000,0.0000
F216345,L,296060.00,296060.00,0.00,507020513.6000,507020513.6000,0.0000
F216346,L,292510.00,292510.00,0.00,453446076.9000,453446076.9000,0.0000
F216349,L,708930.00,708930.00,0.00,1086803868.6000,1086803868.6000,0.0000
F216351,m3,146809.00,146809.00,0.00,98655648.0000,98655648.0000,0.0000
F216421,L,50630.00,50630.00,0.00,89007540.0000,89007540.0000,0.0000
F216422,L,71980.00,71980.00,0.00,127548560.0000,127548560.0000,0.0000
F216423,L,80210.00,80210.00,0.00,126009910.0000,126009910.0000,0.0000
F216424,L,208930.00,208930.00,0.00,319662900.0000,319662900.0000,0.0000
F218090,L,50100.00,50100.00,0.00,83917500.0000,83917500.0000,0.0000
F218091,L,38650.00,38650.00,0.00,71193300.0000,71193300.0000,0.0000
F218092,L,176850.00,176850.00,0.00,296400600.0000,296400600.0000,0.0000
F218093,L,79390.00,79390.00,0.00,153143310.0000,153143310.0000,0.0000
F218094,m3,82619.00,82619.00,0.00,45357831.0000,45357831.0000,0.0000
F220706,L,5590.00,5590.00,0.00,10878140.0000,10878140.0000,0.0000
F220707,L,20200.00,20200.00,0.00,33633000.0000,33633000.0000,0.0000
F220708,L,35460.00,35460.00,0.00,61771320.0000,61771320.0000,0.0000
F220709,L,18950.00,18950.00,0.00,38165300.0000,38165300.0000,0.0000
F220942,L,84970.00,84970.00,0.00,166577737.1000,166577737.1000,0.0000
F220943,L,164160.00,164160.00,0.00,272354572.8000,272354572.8000,0.0000
F220944,L,62630.00,62630.00,0.00,122963984.2000,122963984.2000,0.0000
F220945,L,11990.00,11990.00,0.00,20404462.1000,20404462.1000,0.0000
F222534,L,114290.00,114290.00,0.00,190181988.7000,190181988.7000,0.0000
F222535,L,33120.00,33120.00,0.00,63749376.0000,63749376.0000,0.0000
F222536,L,8190.00,8190.00,0.00,13983032.7000,13983032.7000,0.0000
F222537,L,14770.00,14770.00,0.00,28834437.1000,28834437.1000,0.0000
F223049,m3,120194.00,120194.00,0.00,71996206.0000,71996206.0000,0.0000
F223050,L,66890.00,66890.00,0.00,113913670.0000,113913670.0000,0.0000
F223051,L,37100.00,37100.00,0.00,60732700.0000,60732700.0000,0.0000
F223052,L,50620.00,50620.00,0.00,76183100.0000,76183100.0000,0.0000
F223053,L,219050.00,219050.00,0.00,353327650.0000,353327650.0000,0.0000
F223718,L,141040.00,141040.00,0.00,229463617.6000,229463617.6000,0.0000
F223719,L,327020.00,327020.00,0.00,517469907.6000,517469907.6000,0.0000
F223720,L,129060.00,129060.00,0.00,229060850.4000,229060850.4000,0.0000
F223721,L,1710.00,1710.00,0.00,2518830.0000,2518830.0000,0.0000
F223722,L,76070.00,76070.00,0.00,138689302.6000,138689302.6000,0.0000
F223723,m3,126960.00,126960.00,0.00,111597840.0000,111597840.0000,0.0000
F223989,L,56310.00,56310.00,0.00,90593780.4000,90593780.4000,0.0000
F223990,L,48490.00,48490.00,0.00,79356309.5000,79356309.5000,0.0000
F223991,L,5740.00,5740.00,0.00,10470391.4000,10470391.4000,0.0000
F223992,L,20890.00,20890.00,0.00,38346310.7000,38346310.7000,0.0000
F225767,L,162130.00,162130.00,0.00,288205530.6000,288205530.6000,0.0000
F225768,L,19840.00,19840.00,0.00,31447590.4000,31447590.4000,0.0000
F225769,L,183070.00,183070.00,0.00,335226799.8000,335226799.8000,0.0000
F225770,L,325000.00,325000.00,0.00,524442750.0000,524442750.0000,0.0000
F225771,m3,91813.90,91813.90,0.00,61909194.6310,61909194.6310,0.0000
F225772,L,3790.00,3790.00,0.00,6131803.1000,6131803.1000,0.0000
F229896,L,181270.00,181270.00,0.00,291121432.7000,291121432.7000,0.0000
F229897,L,52110.00,52110.00,0.00,82230622.2000,82230622.2000,0.0000
F229898,L,34310.00,34310.00,0.00,60755461.8000,60755461.8000,0.0000
F229899,m3,83027.00,83027.00,0.00,47242363.0000,47242363.0000,0.0000
F229900,L,46600.00,46600.00,0.00,86448126.0000,86448126.0000,0.0000
F229901,L,1290.00,1290.00,0.00,2018733.9000,2018733.9000,0.0000
F230977,L,116060.00,116060.00,0.00,194819476.6000,194819476.6000,0.0000
F230978,L,2560.00,2560.00,0.00,4185344.0000,4185344.0000,0.0000
F230981,L,48520.00,48520.00,0.00,90433516.8000,90433516.8000,0.0000
F230984,L,221740.00,221740.00,0.00,372527634.8000,372527634.8000,0.0000
F230985,L,143400.00,143400.00,0.00,236122440.0000,236122440.0000,0.0000
F230986,m3,52950.00,52950.00,0.00,42307050.0000,42307050.0000,0.0000
F233803,L,24720.00,24720.00,0.00,48104625.6000,48104625.6000,0.0000
F233804,L,98150.00,98150.00,0.00,164401250.0000,164401250.0000,0.0000
F233805,L,4280.00,4280.00,0.00,8025171.2000,8025171.2000,0.0000
F233806,L,141560.00,141560.00,0.00,236263640.0000,236263640.0000,0.0000
F234848,L,69180.00,69180.00,0.00,113774811.6000,113774811.6000,0.0000
F234849,m3,46144.00,46144.00,0.00,36154746.8800,36154746.8800,0.0000
F234850,L,12400.00,12400.00,0.00,23824988.0000,23824988.0000,0.0000
F234851,L,21350.00,21350.00,0.00,39760532.0000,39760532.0000,0.0000
F234852,L,88310.00,88310.00,0.00,148116181.3000,148116181.3000,0.0000
F235087,L,15360.00,15360.00,0.00,29783347.2000,29783347.2000,0.0000
F235092,L,28010.00,28010.00,0.00,50370663.1000,50370663.1000,0.0000
F235095,L,21390.00,21390.00,0.00,42576153.3000,42576153.3000,0.0000
F235100,L,109920.00,109920.00,0.00,181155854.4000,181155854.4000,0.0000
F236100,L,107900.00,107900.00,0.00,184940600.0000,184940600.0000,0.0000
F236101,L,30000.00,30000.00,0.00,53040000.0000,53040000.0000,0.0000
F236103,L,4200.00,4200.00,0.00,8379000.0000,8379000.0000,0.0000
F236105,L,6000.00,6000.00,0.00,11994000.0000,11994000.0000,0.0000
F236202,L,29730.00,29730.00,0.00,56278890.0000,56278890.0000,0.0000
F236203,L,81050.00,81050.00,0.00,154238150.0000,154238150.0000,0.0000
F236204,L,242910.00,242910.00,0.00,414890280.0000,414890280.0000,0.0000
F236205,L,143860.00,143860.00,0.00,249597100.0000,249597100.0000,0.0000
F236805,L,256810.00,256810.00,0.00,426905535.4000,426905535.4000,0.0000
F236807,L,123970.00,123970.00,0.00,219426900.0000,219426900.0000,0.0000
F236808,L,251500.00,251500.00,0.00,368482710.0000,368482710.0000,0.0000
F236812,L,220490.00,220490.00,0.00,323536001.5000,323536001.5000,0.0000
F236813,m3,84918.80,84918.80,0.00,59358241.2000,59358241.2000,0.0000
F238070,L,681630.00,681630.00,0.00,1123919258.1000,1123919258.1000,0.0000
F238071,L,290750.00,290750.00,0.00,476620660.0000,476620660.0000,0.0000
F238072,L,277410.00,277410.00,0.00,496372487.1000,496372487.1000,0.0000
F238073,m3,150234.00,150234.00,0.00,101098467.9600,101098467.9600,0.0000
F238075,L,122360.00,122360.00,0.00,226236298.4000,226236298.4000,0.0000
F238146,L,192190.00,192190.00,0.00,320572920.0000,320572920.0000,0.0000
F238147,L,47360.00,47360.00,0.00,89084160.0000,89084160.0000,0.0000
F238148,L,65930.00,65930.00,0.00,124343980.0000,124343980.0000,0.0000
F238149,L,76330.00,76330.00,0.00,128768710.0000,128768710.0000,0.0000
F239801,L,45140.00,45140.00,0.00,76274863.6000,76274863.6000,0.0000
F239802,L,37930.00,37930.00,0.00,71745353.6000,71745353.6000,0.0000
F239803,m3,85487.00,85487.00,0.00,51206713.0000,51206713.0000,0.0000
F239804,L,82810.00,82810.00,0.00,157587430.0000,157587430.0000,0.0000
F239805,L,181340.00,181340.00,0.00,306464600.0000,306464600.0000,0.0000
F242413,L,14960.00,14960.00,0.00,32418320.0000,32418320.0000,0.0000
F242414,L,27460.00,27460.00,0.00,52311300.0000,52311300.0000,0.0000
F242415,L,5940.00,5940.00,0.00,12396780.0000,12396780.0000,0.0000
F242416,L,15760.00,15760.00,0.00,28210400.0000,28210400.0000,0.0000
F242649,L,10720.00,10720.00,0.00,19125873.6000,19125873.6000,0.0000
F242650,L,88430.00,88430.00,0.00,180938391.6000,180938391.6000,0.0000
F242651,L,58950.00,58950.00,0.00,119969734.5000,119969734.5000,0.0000
F242652,L,154930.00,154930.00,0.00,273688492.9000,273688492.9000,0.0000
F244241,L,106660.00,106660.00,0.00,193697759.8000,193697759.8000,0.0000
F244242,L,7210.00,7210.00,0.00,13318239.9000,13318239.9000,0.0000
F244243,L,15870.00,15870.00,0.00,32685058.5000,32685058.5000,0.0000
F244244,L,35160.00,35160.00,0.00,72101908.8000,72101908.8000,0.0000
F244750,L,35250.00,35250.00,0.00,56823000.0000,56823000.0000,0.0000
F244751,L,79320.00,79320.00,0.00,144600360.0000,144600360.0000,0.0000
F244752,L,222540.00,222540.00,0.00,364297980.0000,364297980.0000,0.0000
F244753,m3,128.84,128.84,0.00,77175.1600,77175.1600,0.0000
F244754,L,35250.00,35250.00,0.00,64754250.0000,64754250.0000,0.0000
F245427,L,159390.00,159390.00,0.00,299178217.8000,299178217.8000,0.0000
F245428,L,125920.00,125920.00,0.00,216260044.8000,216260044.8000,0.0000
F245429,L,1220.00,1220.00,0.00,1797060.0000,1797060.0000,0.0000
F245430,L,84540.00,84540.00,0.00,157574951.4000,157574951.4000,0.0000
F245431,m3,128590.00,128590.00,0.00,113030610.0000,113030610.0000,0.0000
F245432,L,372700.00,372700.00,0.00,617608624.0000,617608624.0000,0.0000
F245707,L,5520.00,5520.00,0.00,10564176.0000,10564176.0000,0.0000
F245708,L,51510.00,51510.00,0.00,91866539.7000,91866539.7000,0.0000
F245709,L,42050.00,42050.00,0.00,73993703.0000,73993703.0000,0.0000
F245710,L,21440.00,21440.00,0.00,41214326.4000,41214326.4000,0.0000
F247486,L,151090.00,151090.00,0.00,282060855.6000,282060855.6000,0.0000
F247487,L,56560.00,56560.00,0.00,96609570.4000,96609570.4000,0.0000
F247488,m3,94697.60,94697.60,0.00,67651965.4400,67651965.4400,0.0000
F247489,L,206400.00,206400.00,0.00,390015504.0000,390015504.0000,0.0000
F247490,L,361620.00,361620.00,0.00,609271840.8000,609271840.8000,0.0000
F247491,L,3100.00,3100.00,0.00,5580000.0000,5580000.0000,0.0000
F251645,L,53690.00,53690.00,0.00,63000919.8000,63000919.8000,0.0000
F251646,m3,85174.00,85174.00,0.00,40709765.0400,40709765.0400,0.0000
F251647,L,37890.00,37890.00,0.00,50317920.0000,50317920.0000,0.0000
F251648,L,54460.00,54460.00,0.00,71694956.2000,71694956.2000,0.0000
F251649,L,86000,86000,0,92020000.00,92020000.00,0.00
F251650,L,208140.00,208140.00,0.00,232411205.4000,232411205.4000,0.0000
F252724,L,130720.00,130720.00,0.00,239479040.0000,239479040.0000,0.0000
F252725,m3,56325.00,56325.00,0.00,45003675.0000,45003675.0000,0.0000
F252727,L,2710.00,2710.00,0.00,4503884.5000,4503884.5000,0.0000
F252728,L,166350.00,166350.00,0.00,276062815.5000,276062815.5000,0.0000
F252732,L,246770.00,246770.00,0.00,438678093.6000,438678093.6000,0.0000
F252733,L,58250.00,58250.00,0.00,109541455.0000,109541455.0000,0.0000
F255497,L,25520.00,25520.00,0.00,49764000.0000,49764000.0000,0.0000
F255498,L,111030.00,111030.00,0.00,188417910.0000,188417910.0000,0.0000
F255499,L,124070.00,124070.00,0.00,216254010.0000,216254010.0000,0.0000
F255500,L,5270.00,5270.00,0.00,10308120.0000,10308120.0000,0.0000
F256551,m3,44849.80,44849.80,0.00,36597436.8000,36597436.8000,0.0000
F256552,L,23250.00,23250.00,0.00,45411667.5000,45411667.5000,0.0000
F256553,L,82280.00,82280.00,0.00,141977431.2000,141977431.2000,0.0000
F256554,L,14850.00,14850.00,0.00,29350728.0000,29350728.0000,0.0000
F256555,L,84320.00,84320.00,0.00,148513659.2000,148513659.2000,0.0000
F256780,L,11910.00,11910.00,0.00,24460043.4000,24460043.4000,0.0000
F256783,L,130520.00,130520.00,0.00,227278391.6000,227278391.6000,0.0000
F256786,L,17170.00,17170.00,0.00,35825720.1000,35825720.1000,0.0000
F256787,L,28650.00,28650.00,0.00,54119563.5000,54119563.5000,0.0000
F257803,L,139700.00,139700.00,0.00,251180600.0000,251180600.0000,0.0000
F257805,L,6000.00,6000.00,0.00,12378000.0000,12378000.0000,0.0000
F257807,L,3800.00,3800.00,0.00,7782400.0000,7782400.0000,0.0000
F257808,L,37000.00,37000.00,0.00,68524000.0000,68524000.0000,0.0000
F257906,L,807860.00,807860.00,0.00,1564016960.0000,1564016960.0000,0.0000
F257907,L,107880.00,107880.00,0.00,191594880.0000,191594880.0000,0.0000
F257908,L,32230.00,32230.00,0.00,60979160.0000,60979160.0000,0.0000
F257909,L,252170.00,252170.00,0.00,434236740.0000,434236740.0000,0.0000
F258484,L,252890.00,252890.00,0.00,441935390.6000,441935390.6000,0.0000
F258485,L,274010.00,274010.00,0.00,450716308.9000,450716308.9000,0.0000
F258486,L,262890.00,262890.00,0.00,488362866.3000,488362866.3000,0.0000
F258488,L,160380.00,160380.00,0.00,297641223.0000,297641223.0000,0.0000
F258489,m3,94940.60,94940.60,0.00,66363479.4000,66363479.4000,0.0000
F259745,L,268330.00,268330.00,0.00,503175099.3000,503175099.3000,0.0000
F259747,L,307490.00,307490.00,0.00,528111000.1000,528111000.1000,0.0000
F259749,L,645720.00,645720.00,0.00,1138501218.0000,1138501218.0000,0.0000
F259751,m3,157238.00,157238.00,0.00,107035051.3600,107035051.3600,0.0000
F259752,L,132260.00,132260.00,0.00,255060764.8000,255060764.8000,0.0000
F259821,L,74830.00,74830.00,0.00,130653180.0000,130653180.0000,0.0000
F259822,L,207170.00,207170.00,0.00,348667110.0000,348667110.0000,0.0000
F259823,L,72480.00,72480.00,0.00,138799200.0000,138799200.0000,0.0000
F259824,L,54970.00,54970.00,0.00,103893300.0000,103893300.0000,0.0000
