_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
117088,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1037.64,1438.01,125.71,1474.00,NO,1,149.76,17.05,16.59,0,0,217.74,0
117089,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,866.09,1283.00,313.60,1315.00,NO,0,208.64,12.77,13.85,0,0,181.84,0
117090,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1027.61,1481.00,181.83,1519.00,NO,0,208.16,12.72,16.45,0,0,215.84,0
117091,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,1004.65,1508.01,6.90,1550.00,NO,0,262.45,13.85,16.07,0,0,210.98,0
117092,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,527.37,659.00,84845.10,659.00,NO,0,0,0,8.44,0,0,5533.97,12.44
117093,1036,2025/06,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,907.79,1283.89,46.49,1317.00,NO,0,153.39,17.40,14.53,0,0,190.64,0
121236,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,851.38,1231.00,50.93,1231.00,NO,0,161.18,18.37,21.28,9.55,36.08,178.79,0
121237,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,1007.93,1413.00,32.18,1413.00,NO,0,150.99,17.21,25.20,9.55,41.16,211.67,0
121238,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1016.67,1483.00,48.20,1483.00,NO,0,209.49,12.83,30.50,9.55,43.36,213.50,0
121239,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,746.31,1231.00,3.09,1231.00,NO,0,277.65,31.66,18.66,9.55,36.95,156.72,0
121240,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,838.60,1258.00,176.02,1258.00,NO,0,209.49,12.83,20.97,9.55,37.13,176.11,0
121241,719,2025/06,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,401.66,514.90,83210.00,514.90,NO,0,10.82,0,18.07,9.55,14.44,84.35,10.82
122321,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1043.01,1476.97,50.98,1479.00,NO,0,209.49,12.83,0,0,0,218.10,0
122322,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,619.83,750.00,58182.00,750.00,NO,0,0,0,0,0,0,130.16,0
122324,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1046.63,1427.69,125.57,1427.00,NO,0,150.32,17.13,0,0,0,218.60,0
122326,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,942.07,1306.03,234.49,1291.00,NO,0,154.50,17.61,0,0,0,194.19,0
122328,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,864.56,1281.30,135.54,1284.00,NO,0,238.06,14.58,0,0,0,179.00,0
122329,8252,2025/06,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,836.64,1288.62,11.10,1291.00,NO,0,277.65,31.66,0,0,0,170.37,0
125198,10979,2025/06,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1078.28,1479.00,25.78,1479.00,NO,0,156.45,17.83,0,7.55,26.96,226.44,0
125199,10979,2025/06,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1101.65,1533.00,4.82,1533.00,NO,0,188.45,11.54,0,7.71,27.54,231.35,0
125200,10979,2025/06,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,923.48,1289.00,155.01,1289.00,NO,0,154.10,17.48,0,6.46,23.09,193.93,0
125201,10979,2025/06,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (común) hasta 92 Ron,Al público,883.38,1279.00,98.78,1279.00,NO,0,197.97,12.13,0,6.18,22.08,185.51,0
126251,7672,2025/06,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1105.17,1504.20,25.87,1560.00,NO,0,150.32,17.13,0,0,0,232.09,0
126252,7672,2025/06,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1055.88,1499.47,9.35,1555.00,NO,0,209.49,12.83,0,0,0,221.74,0
126253,7672,2025/06,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,888.96,1297.15,61.08,1347.00,NO,0,209.49,12.83,0,0,0,186.68,0
126254,7672,2025/06,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,972.69,1349.23,103.19,1394.00,NO,0,154.50,17.61,0,0,0,204.26,0
126477,189,2025/06,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1203.96,1626.58,21.17,1695.00,NO,0,152.41,17.37,0,0,0,351.26,0
126482,189,2025/06,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1042.67,1432.20,30.46,1487.00,NO,0,153.12,17.45,0,0,0,218.96,0
126492,189,2025/06,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,897.06,1307.34,106.71,1356.00,NO,0,209.09,12.81,0,0,0,188.38,0
126493,189,2025/06,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1140.59,1602.12,15.13,1654.00,NO,0,209.19,12.81,0,0,0,239.52,0
127490,4653,2025/06,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,891.73,1338.00,65.30,1338.00,NO,0,238.06,14.58,0,0,0,193.63,0
127491,4653,2025/06,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1093.38,1582.00,6.00,1582.00,NO,0,238.06,14.58,0,0,0,235.98,0
127492,4653,2025/06,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,985.14,1381.00,41.00,1381.00,NO,0,167.02,19.03,0,0,0,209.81,0
127493,4653,2025/06,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 3,Al público,1052.79,1612.00,7.00,1612.00,NO,0,277.65,31.66,0,0,0,249.90,0
127593,2951,2025/06,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,902.80,1304.00,119.49,1304.00,NO,0,155.84,17.76,0,0,0,239.99,0
127594,2951,2025/06,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,1050.60,1489.00,77.24,1489.00,NO,0,149.82,17.08,0,0,0,279.28,0
127595,2951,2025/06,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,824.50,1266.00,218.70,1266.00,NO,0,209.49,12.83,0,0,0,219.17,0
127596,2951,2025/06,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,991.19,1477.00,28.33,1477.00,NO,0,209.49,12.83,0,0,0,263.48,0
128180,563,2025/06,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1030.61,1467.32,127.44,1472.00,NO,0,209.49,12.83,0,0,0,216.43,0
128181,563,2025/06,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,91237.80,699.00,NO,0,0,0,0,0,0,121.32,8.89
128183,563,2025/06,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,926.54,1291.00,267.94,1291.00,NO,0,154.72,17.61,0,0,0,194.57,0
128184,563,2025/06,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,873.96,1277.81,216.81,1278.00,NO,0,209.49,12.83,0,0,0,183.53,0
128186,563,2025/06,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1042.24,1426.54,237.85,1427.00,NO,0,150.32,17.14,0,0,0,218.87,0
129428,6644,2025/06,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1018.35,1454.16,131.99,1454.00,NO,0,209.14,12.81,0,0,0,217.23,0
129430,6644,2025/06,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,862.97,1266.13,258.24,1266.00,NO,0,209.12,12.81,0,0,0,314.04,0
129431,6644,2025/06,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,GNC,Al público,545.80,672.01,141785.00,672.00,NO,0,0,0,0,0,0,114.62,11.60
129432,6644,2025/06,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 2,Al público,915.45,1274.87,961.22,1277.00,NO,0,150.07,17.10,0,0,0,192.30,0
129433,6644,2025/06,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 3,Al público,1030.44,1414.02,324.09,1414.00,NO,0,150.08,17.11,0,0,0,234.92,0
129504,1907,2025/06,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,857.43,1266.00,186.96,1266.00,NO,0,215.32,13.19,0,0,0,180.06,0
129505,1907,2025/06,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,928.20,1304.00,71.26,1304.00,NO,0,162.37,18.51,0,0,0,194.92,0
129506,1907,2025/06,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1083.11,1483.00,67.55,1483.00,NO,0,154.79,17.64,0,0,0,227.45,0
129507,1907,2025/06,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1031.81,1477.00,51.17,1477.00,NO,0,215.32,13.19,0,0,0,216.68,0
131162,723,2025/07,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,1022.29,1299.88,54.94,1334.00,NO,0,172.37,19.65,13.28,0,0,214.68,0
131163,723,2025/07,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1166.43,1486.37,38.05,1512.00,NO,0,277.65,31.66,15.15,0,0,244.95,0
131164,723,2025/07,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1219.88,1557.95,78.93,1577.00,NO,0,244.68,14.99,15.84,0,0,256.17,0
131165,723,2025/07,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,387.74,509.00,86961.00,509.00,NO,0,0,0,5.04,0,0,81.42,9.89
131166,723,2025/07,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (común) hasta 92 Ron,Al público,1047.66,1342.48,194.63,1362.00,NO,0,244.68,14.99,13.57,0,0,220.01,0
133774,9641,2025/07,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1080.00,1479.00,45.98,1479.00,NO,0,167.03,19.04,0,0,0,514.20,0
133775,9641,2025/07,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1195.00,1669.00,5.22,1669.00,NO,0,238.06,14.58,0,0,0,250.90,0
133776,9641,2025/07,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1262.00,1699.00,21.66,1699.00,NO,0,167.03,19.04,0,0,0,600.90,0
133777,9641,2025/07,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (común) hasta 92 Ron,Al público,955.90,1379.00,16.81,1379.00,NO,0,238.06,14.58,0,0,0,455.10,0
134021,104,2025/07,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1236.25,1676.44,91.59,1699.00,NO,0,215.32,13.19,0,0,16.26,195.43,0
134022,104,2025/07,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1306.93,1709.56,71.72,1733.00,NO,0,159.44,18.17,0,0,16.07,208.94,0
134023,104,2025/07,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1100.92,1475.06,14.98,1495.00,NO,0,159.44,18.17,0,0,14.29,182.23,0
134024,104,2025/07,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1006.95,1414.18,168.86,1424.00,NO,0,215.32,13.19,0,0,14.16,164.56,0
135603,683,2025/07,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,1057.61,1457.32,9.96,1476.00,NO,0,159.44,18.17,0,0,0,182.78,0
135604,683,2025/07,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1243.13,1681.81,14.56,1699.00,NO,0,159.44,18.17,0,0,0,208.63,0
135605,683,2025/07,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,969.56,1401.68,100.63,1415.00,NO,0,215.32,13.19,0,0,0,165.77,0
135606,683,2025/07,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1178.70,1654.74,36.01,1676.00,NO,0,215.32,13.19,0,0,0,195.92,0
136107,475,2025/07,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,917.93,1256.00,219.83,1256.00,NO,0,244.65,149.99,15,0,0,192.70,0
136108,475,2025/07,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,1158.31,1504.00,36.19,1504.00,NO,0,172.37,19.65,20,0,0,243.25,0
136109,475,2025/07,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,470.25,569.00,113310.00,569.00,NO,0,0,0,0,0,0,98.75,0
136110,475,2025/07,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,972.00,1282.00,50.16,1282.00,NO,0,172.37,19.65,15,0,0,204.12,0
136111,475,2025/07,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1073.78,1445.00,67.38,1445.00,NO,0,244.65,14.99,20,0,0,225.49,0
136781,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,962.73,1341.98,150.83,1371.00,NO,0,158.97,18.12,0,0,0,202.17,0
136782,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,886.32,1332.04,331.36,1364.00,NO,0,244.60,14.98,0,0,0,186.13,0
136783,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1082.27,1482.23,124.26,1517.00,NO,0,155.02,17.67,0,0,0,227.28,0
136784,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1079.77,1534.97,79.40,1571.00,NO,0,215.26,13.19,0,0,0,226.75,0
136785,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,855.31,1319.83,3.61,1371.00,NO,0,255.74,29.16,0,0,0,179.62,0
136786,2298,2025/07,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,725.06,877.33,137850.00,879.00,NO,0,0,0,0,0,0,152.26,0
137051,3978,2025/07,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1155.55,1587.38,26.53,1597.00,NO,0,159.44,18.17,0,0,11.56,242.66,0
137052,3978,2025/07,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,936.21,1370.68,49.41,1383.00,NO,0,215.53,13.18,0,0,9.63,196.60,0
137053,3978,2025/07,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1102.55,1573.62,4.90,1595.00,NO,0,215.53,13.18,0,0,11.03,231.53,0
