fila_extraida,operador,periodo,producto,volumen_original,precio_original,motivo
133941,BUDAS KINGDOM SRL,2025/07,Nafta (súper) entre 92 y 95 Ron,51887.80,1132.81,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
133942,BUDAS KINGDOM SRL,2025/07,Gas Oil Grado 2,38894.20,1164.13,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155692,BUDAS KINGDOM SRL,2025/08,Nafta (súper) entre 92 y 95 Ron,50406.20,1439.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155695,BUDAS KINGDOM SRL,2025/08,Gas Oil Grado 2,42535.70,1202.11,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155696,BUDAS KINGDOM SRL,2025/08,Nafta (premium) de más de 95 Ron,8132.43,1759.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
177329,BUDAS KINGDOM SRL,2025/09,Nafta (premium) de más de 95 Ron,8009.84,1452.95,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
177331,BUDAS KINGDOM SRL,2025/09,Nafta (súper) entre 92 y 95 Ron,47930.60,1207.70,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199134,BUDAS KINGDOM SRL,2025/10,Nafta (súper) entre 92 y 95 Ron,48294.50,1550.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199136,BUDAS KINGDOM SRL,2025/10,Nafta (premium) de más de 95 Ron,9297.93,1871.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
220864,BUDAS KINGDOM SRL,2025/11,Nafta (súper) entre 92 y 95 Ron,46785.00,1390.55,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
220865,BUDAS KINGDOM SRL,2025/11,Nafta (premium) de más de 95 Ron,6712.63,1655.63,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
242570,BUDAS KINGDOM SRL,2025/12,Nafta (premium) de más de 95 Ron,8760.06,1589.78,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
242572,BUDAS KINGDOM SRL,2025/12,Nafta (súper) entre 92 y 95 Ron,52898.30,1375.63,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
68545,BUDAS KINGDOM S.R.L.,2025/04,Gas Oil Grado 3,17.08,12.10,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
3010,BUENA IMAGEN S.A.,2025/01,Nafta (súper) entre 92 y 95 Ron,135030.00,1284.82,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3011,BUENA IMAGEN S.A.,2025/01,Gas Oil Grado 3,53979.70,1515.20,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3012,BUENA IMAGEN S.A.,2025/01,Nafta (premium) de más de 95 Ron,36147.70,1538.59,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
24886,BUENA IMAGEN S.A.,2025/02,Nafta (súper) entre 92 y 95 Ron,107169.00,1318.53,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
24887,BUENA IMAGEN S.A.,2025/02,Nafta (premium) de más de 95 Ron,26828.20,1579.37,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
24888,BUENA IMAGEN S.A.,2025/02,Gas Oil Grado 3,44684.30,1545.67,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
46707,BUENA IMAGEN S.A.,2025/03,Nafta (premium) de más de 95 Ron,34060.50,1617.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
46708,BUENA IMAGEN S.A.,2025/03,Gas Oil Grado 3,48098.60,1582.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
46709,BUENA IMAGEN S.A.,2025/03,Nafta (súper) entre 92 y 95 Ron,120352.00,1349.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
68548,BUENA IMAGEN S.A.,2025/04,Nafta (premium) de más de 95 Ron,32876.50,1651.69,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
68549,BUENA IMAGEN S.A.,2025/04,Gas Oil Grado 3,51092.30,1619.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
68550,BUENA IMAGEN S.A.,2025/04,Nafta (súper) entre 92 y 95 Ron,115055.00,1378.49,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
90355,BUENA IMAGEN S.A.,2025/05,Nafta (súper) entre 92 y 95 Ron,120201.00,1368.26,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
90356,BUENA IMAGEN S.A.,2025/05,Gas Oil Grado 3,50343.10,1556.47,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
90357,BUENA IMAGEN S.A.,2025/05,Nafta (premium) de más de 95 Ron,30574.60,1595.87,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
112205,BUENA IMAGEN S.A.,2025/06,Gas Oil Grado 3,52879.20,1599.48,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
112206,BUENA IMAGEN S.A.,2025/06,Nafta (súper) entre 92 y 95 Ron,123289.00,1408.28,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
112208,BUENA IMAGEN S.A.,2025/06,Nafta (premium) de más de 95 Ron,33694.70,1631.25,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
133951,BUENA IMAGEN S.A.,2025/07,Gas Oil Grado 3,55790.20,1661.31,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
133952,BUENA IMAGEN S.A.,2025/07,Nafta (súper) entre 92 y 95 Ron,124594.00,1469.86,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
133953,BUENA IMAGEN S.A.,2025/07,Nafta (premium) de más de 95 Ron,36207.00,1710.06,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155702,BUENA IMAGEN S.A.,2025/08,Gas Oil Grado 3,52623.60,1747.72,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155703,BUENA IMAGEN S.A.,2025/08,Nafta (súper) entre 92 y 95 Ron,125838.00,1553.39,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
155705,BUENA IMAGEN S.A.,2025/08,Nafta (premium) de más de 95 Ron,36781.30,1801.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
177338,BUENA IMAGEN S.A.,2025/09,Gas Oil Grado 3,50841.20,1806.81,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
177339,BUENA IMAGEN S.A.,2025/09,Nafta (súper) entre 92 y 95 Ron,128779.00,1606.37,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
177340,BUENA IMAGEN S.A.,2025/09,Nafta (premium) de más de 95 Ron,39706.00,1892.49,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199143,BUENA IMAGEN S.A.,2025/10,Nafta (premium) de más de 95 Ron,39213.90,1899.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199144,BUENA IMAGEN S.A.,2025/10,Gas Oil Grado 3,53463.60,1860.30,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199145,BUENA IMAGEN S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,135930.00,1643.58,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
220873,BUENA IMAGEN S.A.,2025/11,Nafta (premium) de más de 95 Ron,29490.40,1986.33,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
220874,BUENA IMAGEN S.A.,2025/11,Gas Oil Grado 3,49727.20,1938.47,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
220875,BUENA IMAGEN S.A.,2025/11,Nafta (súper) entre 92 y 95 Ron,117015.00,1710.27,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
242579,BUENA IMAGEN S.A.,2025/12,Gas Oil Grado 3,54485.20,2069.52,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
242581,BUENA IMAGEN S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,119936.00,1807.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
242582,BUENA IMAGEN S.A.,2025/12,Nafta (premium) de más de 95 Ron,32332.90,2095.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
68602,CAAGUAZÚ GAS S.A.,2025/04,Gas Oil Grado 3,130274.00,1474.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
112258,CAAGUAZÚ GAS S.A.,2025/06,Nafta (súper) entre 92 y 95 Ron,205115.00,1239.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
46794,"CAMACHO, CAMACHO, VILLASENIN S.A",2025/03,Gas Oil Grado 3,20724.00,1474.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
90438,"CAMACHO, CAMACHO, VILLASENIN S.A",2025/05,Gas Oil Grado 3,23691.00,1501.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25090,"CARDO MA. DEL CARMEN, GHIDELLA RUBÉN N., Y GHIDELLA MA. LORENA",2025/02,Gas Oil Grado 2,43675.00,1170.55,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25091,"CARDO MA. DEL CARMEN, GHIDELLA RUBÉN N., Y GHIDELLA MA. LORENA",2025/02,Nafta (premium) de más de 95 Ron,58029.00,1398.06,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25092,"CARDO MA. DEL CARMEN, GHIDELLA RUBÉN N., Y GHIDELLA MA. LORENA",2025/02,Gas Oil Grado 3,34744.00,1411.65,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25093,"CARDO MA. DEL CARMEN, GHIDELLA RUBÉN N., Y GHIDELLA MA. LORENA",2025/02,Nafta (súper) entre 92 y 95 Ron,214727.00,1177.92,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199595,CASARES ALICIA ANGELICA,2025/10,Nafta (súper) entre 92 y 95 Ron,39506.00,739.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199692,CAZÓN SRL,2025/10,Nafta (premium) de más de 95 Ron,8024.91,1805.61,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
199695,CAZÓN SRL,2025/10,Gas Oil Grado 2,49204.70,1503.93,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3652,CEPIA SA,2025/01,Nafta (súper) entre 92 y 95 Ron,167752.00,1212.44,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3653,CEPIA SA,2025/01,Nafta (premium) de más de 95 Ron,33871.80,1499.81,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3654,CEPIA SA,2025/01,Gas Oil Grado 3,27455.00,1471.81,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3656,CEPIA SA,2025/01,Gas Oil Grado 2,39025.10,1251.39,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47364,CERVETTI S.A,2025/03,Gas Oil Grado 3,49842.00,1472.58,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47365,CERVETTI S.A,2025/03,Nafta (premium) de más de 95 Ron,66929.00,1503.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47366,CERVETTI S.A,2025/03,Gas Oil Grado 2,94535.00,1212.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69208,CERVETTI S.A,2025/04,Nafta (súper) entre 92 y 95 Ron,289526.00,1243.78,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69210,CERVETTI S.A,2025/04,Nafta (premium) de más de 95 Ron,56512.00,1530.74,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91015,CERVETTI S.A,2025/05,Nafta (súper) entre 92 y 95 Ron,291.12,1.22,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
3974,COMBUSTIBLE LANUS S.A.,2025/01,Gas Oil Grado 2,42539.10,1189.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3975,COMBUSTIBLE LANUS S.A.,2025/01,Nafta (súper) entre 92 y 95 Ron,14041.60,1199.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3976,COMBUSTIBLE LANUS S.A.,2025/01,Gas Oil Grado 3,7877.40,1449.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25853,COMBUSTIBLE LANUS S.A.,2025/02,Gas Oil Grado 2,40242.10,1239.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25854,COMBUSTIBLE LANUS S.A.,2025/02,Nafta (súper) entre 92 y 95 Ron,12418.60,1239.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25855,COMBUSTIBLE LANUS S.A.,2025/02,Gas Oil Grado 3,7947.30,1499.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47666,COMBUSTIBLE LANUS S.A.,2025/03,Gas Oil Grado 2,44116.90,1249.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47667,COMBUSTIBLE LANUS S.A.,2025/03,Nafta (súper) entre 92 y 95 Ron,14815.10,1259.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47668,COMBUSTIBLE LANUS S.A.,2025/03,Gas Oil Grado 3,9332.00,1519.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69508,COMBUSTIBLE LANUS S.A.,2025/04,Gas Oil Grado 2,47749.00,1279.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69509,COMBUSTIBLE LANUS S.A.,2025/04,Gas Oil Grado 3,10656.00,1539.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69511,COMBUSTIBLE LANUS S.A.,2025/04,Nafta (súper) entre 92 y 95 Ron,15435.00,1269.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91310,COMBUSTIBLE LANUS S.A.,2025/05,Gas Oil Grado 2,64982.00,1239.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91311,COMBUSTIBLE LANUS S.A.,2025/05,Nafta (súper) entre 92 y 95 Ron,15185.00,1249.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91312,COMBUSTIBLE LANUS S.A.,2025/05,Gas Oil Grado 3,11137.00,1429.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113150,COMBUSTIBLE LANUS S.A.,2025/06,Gas Oil Grado 2,58564.00,1249.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113151,COMBUSTIBLE LANUS S.A.,2025/06,Gas Oil Grado 3,11218.50,1439.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113153,COMBUSTIBLE LANUS S.A.,2025/06,Nafta (súper) entre 92 y 95 Ron,15804.00,1259.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134891,COMBUSTIBLE LANUS S.A.,2025/07,Gas Oil Grado 2,54207.00,1319.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134893,COMBUSTIBLE LANUS S.A.,2025/07,Nafta (súper) entre 92 y 95 Ron,15730.00,1349.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134894,COMBUSTIBLE LANUS S.A.,2025/07,Gas Oil Grado 3,10676.00,1519.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156642,COMBUSTIBLE LANUS S.A.,2025/08,Gas Oil Grado 2,48839.00,1319.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156643,COMBUSTIBLE LANUS S.A.,2025/08,Nafta (súper) entre 92 y 95 Ron,15879.00,1349.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156644,COMBUSTIBLE LANUS S.A.,2025/08,Gas Oil Grado 3,8303.00,1519.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178299,COMBUSTIBLE LANUS S.A.,2025/09,Gas Oil Grado 3,10138.00,1639.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178300,COMBUSTIBLE LANUS S.A.,2025/09,Gas Oil Grado 2,48588.00,1419.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178302,COMBUSTIBLE LANUS S.A.,2025/09,Nafta (súper) entre 92 y 95 Ron,16582.00,1459.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200099,COMBUSTIBLE LANUS S.A.,2025/10,Gas Oil Grado 2,53887.00,1449.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200100,COMBUSTIBLE LANUS S.A.,2025/10,Gas Oil Grado 3,10036.00,1659.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200101,COMBUSTIBLE LANUS S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,17266.00,1479.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221823,COMBUSTIBLE LANUS S.A.,2025/11,Nafta (súper) entre 92 y 95 Ron,15850.00,1519.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221825,COMBUSTIBLE LANUS S.A.,2025/11,Gas Oil Grado 2,44251.00,1499.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221826,COMBUSTIBLE LANUS S.A.,2025/11,Gas Oil Grado 3,8954.00,1739.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243530,COMBUSTIBLE LANUS S.A.,2025/12,Gas Oil Grado 2,53260.00,1649.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243531,COMBUSTIBLE LANUS S.A.,2025/12,Gas Oil Grado 3,8953.00,1869.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243533,COMBUSTIBLE LANUS S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,17531.00,1669.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3990,COMBUSTIBLES ALONSO Y CIA SRL,2025/01,Nafta (premium) de más de 95 Ron,66043.80,1484.05,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3991,COMBUSTIBLES ALONSO Y CIA SRL,2025/01,Nafta (súper) entre 92 y 95 Ron,146125.00,1179.12,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3992,COMBUSTIBLES ALONSO Y CIA SRL,2025/01,Gas Oil Grado 3,60825.50,1412.98,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3993,COMBUSTIBLES ALONSO Y CIA SRL,2025/01,Gas Oil Grado 2,68254.30,1198.46,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25868,COMBUSTIBLES ALONSO Y CIA SRL,2025/02,Gas Oil Grado 2,65889.40,1226.09,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25869,COMBUSTIBLES ALONSO Y CIA SRL,2025/02,Nafta (premium) de más de 95 Ron,78998.80,1516.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25870,COMBUSTIBLES ALONSO Y CIA SRL,2025/02,Gas Oil Grado 3,61152.30,1445.27,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25871,COMBUSTIBLES ALONSO Y CIA SRL,2025/02,Nafta (súper) entre 92 y 95 Ron,135386.00,1208.19,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47682,COMBUSTIBLES ALONSO Y CIA SRL,2025/03,Nafta (súper) entre 92 y 95 Ron,159762.00,1239.19,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47683,COMBUSTIBLES ALONSO Y CIA SRL,2025/03,Gas Oil Grado 3,63796.80,1475.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47685,COMBUSTIBLES ALONSO Y CIA SRL,2025/03,Nafta (premium) de más de 95 Ron,91191.00,1547.21,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47686,COMBUSTIBLES ALONSO Y CIA SRL,2025/03,Gas Oil Grado 2,72200.90,1250.67,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69524,COMBUSTIBLES ALONSO Y CIA SRL,2025/04,Gas Oil Grado 3,67041.30,1503.68,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69525,COMBUSTIBLES ALONSO Y CIA SRL,2025/04,Nafta (premium) de más de 95 Ron,86342.50,1575.02,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69526,COMBUSTIBLES ALONSO Y CIA SRL,2025/04,Gas Oil Grado 2,80445.40,1274.29,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69527,COMBUSTIBLES ALONSO Y CIA SRL,2025/04,Nafta (súper) entre 92 y 95 Ron,158001.00,1268.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91326,COMBUSTIBLES ALONSO Y CIA SRL,2025/05,Nafta (súper) entre 92 y 95 Ron,155393.00,1253.73,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91327,COMBUSTIBLES ALONSO Y CIA SRL,2025/05,Nafta (premium) de más de 95 Ron,64945.50,1523.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91329,COMBUSTIBLES ALONSO Y CIA SRL,2025/05,Gas Oil Grado 2,69130.10,1255.86,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113166,COMBUSTIBLES ALONSO Y CIA SRL,2025/06,Gas Oil Grado 2,84522.00,1302.62,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113167,COMBUSTIBLES ALONSO Y CIA SRL,2025/06,Gas Oil Grado 3,61937.90,1478.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113168,COMBUSTIBLES ALONSO Y CIA SRL,2025/06,Nafta (premium) de más de 95 Ron,83124.40,1563.75,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113169,COMBUSTIBLES ALONSO Y CIA SRL,2025/06,Nafta (súper) entre 92 y 95 Ron,164302.00,1263.91,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134907,COMBUSTIBLES ALONSO Y CIA SRL,2025/07,Gas Oil Grado 3,57699.20,1531.70,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134909,COMBUSTIBLES ALONSO Y CIA SRL,2025/07,Nafta (premium) de más de 95 Ron,86853.30,1609.19,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134910,COMBUSTIBLES ALONSO Y CIA SRL,2025/07,Nafta (súper) entre 92 y 95 Ron,185365.00,1319.51,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134911,COMBUSTIBLES ALONSO Y CIA SRL,2025/07,Gas Oil Grado 2,69983.80,1343.25,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156660,COMBUSTIBLES ALONSO Y CIA SRL,2025/08,Gas Oil Grado 3,44659.30,1616.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
